rank	title	total_question_count	tier	creator_source	creator_confidence	creators	risk_level	risk_reasons	suggested_action
26	Les Miserables	655	qb_core	quizbowl_author_answerline	medium	Victor Hugo	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
39	The Tin Drum	514	qb_core	quizbowl_author_answerline	medium	Gunter Grass	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
67	The Red Badge of Courage	440	qb_core	quizbowl_author_answerline	medium	Stephen Crane	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
60	Miss Julie	420	qb_core	quizbowl_author_answerline	medium	August Strindberg	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
164	The Legend of Sleepy Hollow	356	qb_core	quizbowl_author_answerline	medium	Washington Irving	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
155	Rip Van Winkle	336	qb_core	quizbowl_author_answerline	medium	Washington Irving	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
142	The Hunchback of Notre Dame	327	qb_core	quizbowl_author_answerline	medium	Victor Hugo	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
161	The Rape of the Lock	323	qb_core	quizbowl_author_answerline	medium	Alexander Pope	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
492	Cat and Mouse	323	qb_core	quizbowl_author_answerline	medium	Gunter Grass	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
277	Civil Disobedience	284	qb_core	quizbowl_author_answerline	medium	Henry David Thoreau	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
197	The God of Small Things	239	qb_core	quizbowl_author_answerline	medium	Arundhati Roy	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
470	The Red Room	236	qb_core	quizbowl_author_answerline	medium	August Strindberg	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
357	The Trojan Women	207	qb_core	quizbowl_author_answerline	medium	Euripides	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
427	Mourning Becomes Electra	180	qb_core	quizbowl_author_answerline	medium	Eugene O'Neill	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
789	The Ghost Sonata	174	qb_core	quizbowl_author_answerline	medium	August Strindberg	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
616	The Dance of Death	151	qb_core	quizbowl_author_answerline	medium	August Strindberg	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1137	Dog Years	147	qb_major	quizbowl_author_answerline	medium	Gunter Grass	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
619	The Petrified Forest	130	qb_core	quizbowl_author_answerline	medium	Robert Sherwood	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
688	Le Cid	109	qb_core	quizbowl_author_answerline	medium	Pierre Corneille	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
587	Omeros	107	qb_core	quizbowl_author_answerline	medium	Derek Walcott	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1942	Mozart and Salieri	69	qb_major	quizbowl_author_answerline	low	Nikolay Andreyevich Rimsky-Korsakov	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1122	If on a Winter's Night a Traveller	68	qb_major	quizbowl_author_answerline	low	Italo Calvino	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1542	The Trickster of Seville	68	qb_major	quizbowl_author_answerline	medium	Tirso de Molina	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1938	Tulips and Chimneys	68	qb_major	quizbowl_author_answerline	low	E. Houseman Alfred Edward	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2011	Chronicles of Barsetshire	68	qb_major	quizbowl_author_answerline	medium	Trollope	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1396	The Ballad of the Harp-Weaver	66	qb_major	quizbowl_author_answerline	medium	Edna St. Vincent Millay	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1472	The Deptford Trilogy	66	qb_major	quizbowl_author_answerline	medium	Canada	high	quizbowl_author_answerline_creator; country_or_language_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1440	The Biglow Papers	65	qb_major	quizbowl_author_answerline	medium	James Russell Lowell	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1063	Flowering Judas	64	qb_major	quizbowl_author_answerline	low	Katherine Anne Porter	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1308	The Crack-Up	64	qb_major	quizbowl_author_answerline	medium	F. Scott Fitzgerald	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2269	We Should All Be Feminists	64	qb_major	quizbowl_author_answerline	medium	Chimamanda Ngozi Adichie	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2038	Little House on the Prairie	63	qb_major	quizbowl_author_answerline	medium	Laura Ingalls Wilder	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1188	The Growth of the Soil	62	qb_major	quizbowl_author_answerline	low	Knut Hamsen	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1233	Yet Do I Marvel	62	qb_major	quizbowl_author_answerline	low	Countee CULLEN	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1261	Elegy for Alto	62	qb_major	quizbowl_author_answerline	low	Christopher Okigbo	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
781	Kalevala	61	qb_major	quizbowl_author_answerline	low	Thornton Wilder	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1513	Tradition and the Individual Talent	61	qb_major	quizbowl_author_answerline	medium	T.S. Eliot	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1646	Travels with Charley	61	qb_major	quizbowl_author_answerline	low	John Ernst Steinbeck, Jr	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2095	The Book of the Courtier	60	qb_major	quizbowl_author_answerline	medium	Baldassare Castiglione	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2130	Les Rougon-Macquart	60	qb_major	quizbowl_author_answerline	medium	Emile Zola	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1315	Waverley	59	qb_major	quizbowl_author_answerline	medium	Bertrand Russell	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1627	Explosion in a Cathedral	59	qb_major	quizbowl_author_answerline	medium	Alejo Carpentier (y Valmont)	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2068	The Black Riders	59	qb_major	quizbowl_author_answerline	medium	Stephen Crane	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1138	Confessions	58	qb_major	quizbowl_author_answerline	medium	Saint Augustine of Hippo	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1552	Decolonising the Mind	58	qb_major	quizbowl_author_answerline	medium	Ngugi wa Thiong'o	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1603	Part of the Forest	58	qb_major	quizbowl_author_answerline	low	Lillian Hellman	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1708	Roman Elegies	58	qb_major	quizbowl_author_answerline	medium	Johann Wolfgang von Goethe	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2141	Is Sex Necessary	58	qb_major	quizbowl_author_answerline	low	E. B. White	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2225	The Black Christ	58	qb_major	quizbowl_author_answerline	medium	Countee Cullen	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1442	Gösta Berling’s Saga	57	qb_major	quizbowl_author_answerline	low	Selma Lagerlof	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2239	Life on Mars	57	qb_major	quizbowl_author_answerline	medium	David Bowie	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2171	Devotions upon Emergent Occasions	56	qb_major	quizbowl_author_answerline	medium	John Donne	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2322	Diary of a Superfluous Man	56	qb_major	quizbowl_author_answerline	low	Ivan Sergeyevich Turgenev	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1141	Golden Boy	55	qb_major	quizbowl_author_answerline	medium	Clifford Odets	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1206	Entropy	55	qb_major	quizbowl_author_answerline	medium	The Crying of Lot 49	high	quizbowl_author_answerline_creator; answerline_fragment_creator; creator_matches_public_title	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1583	Girl	55	qb_major	quizbowl_author_answerline	medium	Kingsley Amis	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2226	Ode on the Death of a Favorite Cat	55	qb_major	quizbowl_author_answerline	low	Thomas Gray	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2227	The House on Eccles Street	55	qb_major	quizbowl_author_answerline	medium	John Maxwell Coetzee	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1213	Jerusalem	54	qb_major	quizbowl_author_answerline	medium	Moses Mendelssohn	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1380	Season of Migration to the North	54	qb_major	quizbowl_author_answerline	low	Sudan	high	quizbowl_author_answerline_creator; low_confidence_creator; country_or_language_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1638	Sunflower Sutra	54	qb_major	quizbowl_author_answerline	low	Allen Ginsberg	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2217	The Painter of Modern Life	54	qb_major	quizbowl_author_answerline	medium	Charles Baudelaire	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
891	Walden	53	qb_major	quizbowl_author_answerline	medium	Henry David Thoreau	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1323	Old Creole Days	53	qb_major	quizbowl_author_answerline	low	George Washington Cable (1844-1925)	high	quizbowl_author_answerline_creator; low_confidence_creator; answerline_fragment_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1385	The Diary of a Young Girl	53	qb_major	quizbowl_author_answerline	medium	Anne Frank	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1908	Lunch Poems	53	qb_major	quizbowl_author_answerline	low	Meditations in an Emergency	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2326	The Motorcycle Diaries	53	qb_major	quizbowl_author_answerline	medium	Che” Guevara	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1518	Pippa Passes	52	qb_major	quizbowl_author_answerline	medium	Robert Browning	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1850	The Greek Passion	52	qb_major	quizbowl_author_answerline	medium	Nikos Kazantzakis	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1871	The Ballad of the Brown Girl	52	qb_major	quizbowl_author_answerline	medium	Countee Cullen	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2318	Writing Degree Zero	52	qb_major	quizbowl_author_answerline	medium	Roland Barthes	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1337	The Garden	51	qb_major	quizbowl_author_answerline	low	Andrew Marvell	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1796	The Bourgeois Gentleman	51	qb_major	quizbowl_author_answerline	medium	Moliere	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1940	Hay Fever	51	qb_major	quizbowl_author_answerline	low	Blithe Spirit	high	quizbowl_author_answerline_creator; low_confidence_creator; creator_matches_public_title	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2243	The Aspern Papers	51	qb_major	quizbowl_author_answerline	medium	Henry James	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2249	The Kingdom of God is Within You	51	qb_major	quizbowl_author_answerline	medium	"Count Lyev Nikolayevich ""Leo"" Tolstoy"	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2270	Raise High the Roof Beam	51	qb_major	quizbowl_author_answerline	medium	Jerome David Salinger	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1416	Banana Bottom	50	qb_major	quizbowl_author_answerline	medium	Harlem Renaissance	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1492	The Dog Beneath the Skin	50	qb_major	quizbowl_author_answerline	medium	The Ascent of F6	high	quizbowl_author_answerline_creator; answerline_fragment_creator; creator_matches_public_title	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1565	The Doctor in Spite of Himself	50	qb_major	quizbowl_author_answerline	medium	Molière	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1652	The Mysterious Flame of Queen Loana	50	qb_major	quizbowl_author_answerline	medium	Umberto Eco	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1703	The Hasty Pudding	50	qb_major	quizbowl_author_answerline	medium	Joel Barlow	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1830	War is Kind	50	qb_major	quizbowl_author_answerline	medium	Stephen Crane	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1986	The Burning Plain	50	qb_major	quizbowl_author_answerline	medium	Juan Rulfo	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2053	Autobiography of Red	50	qb_major	quizbowl_author_answerline	medium	Anne Carson	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2259	All My Pretty Ones	50	qb_major	quizbowl_author_answerline	medium	Anne Harvey Sexton	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2333	Return to My Native Land	50	qb_major	quizbowl_author_answerline	low	Aimé(-Fernand) Césaire	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1374	Doktor Faustus	49	qb_major	quizbowl_author_answerline	medium	Thomas Mann	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2292	Helen in Egypt	49	qb_major	quizbowl_author_answerline	medium	Edna St. Vincent Millay	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2352	Ruslan and Ludmilla	49	qb_major	quizbowl_author_answerline	medium	Alexander Sergeyevich Pushkin	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2359	The Third Life of Grange Copeland	49	qb_major	quizbowl_author_answerline	low	Alice Walker	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1679	Delight in Disorder	48	qb_major	quizbowl_author_answerline	medium	Robert Herrick	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1988	Flappers and Philosophers	48	qb_major	quizbowl_author_answerline	medium	F. Scott Fitzgerald	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2275	The Notebooks of Malte Laurids Brigge	48	qb_major	quizbowl_author_answerline	medium	Rainer Maria Rilke	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2295	The Necessity of Atheism	48	qb_major	quizbowl_author_answerline	medium	Percy Bysshe Shelley	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1000	Sula	47	qb_major	quizbowl_author_answerline	medium	Toni Morrison	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1595	The Broken Tower	47	qb_major	quizbowl_author_answerline	low	Hart Crane	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1979	The Daring Young Man on the Flying Trapeze	47	qb_major	quizbowl_author_answerline	low	William Saroyan	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2373	The Sonnets to Orpheus and the Duino Elegies	47	qb_major	quizbowl_author_answerline	medium	Rainer Maria Rilke	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2400	Tales of My Landlord	47	qb_major	quizbowl_author_answerline	medium	Sir Walter Scott, 1st Baronet	high	quizbowl_author_answerline_creator; answerline_fragment_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2494	Memory for Forgetfulness	47	qb_major	quizbowl_author_answerline	medium	Jerusalem	high	quizbowl_author_answerline_creator; creator_matches_public_title	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1418	Lime-Tree Bower My Prison	46	qb_major	quizbowl_author_answerline	medium	Samuel Taylor Coleridge	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1549	The Self-Tormentor	45	qb_major	quizbowl_author_answerline	low	Terence	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1729	Essays of Elia	45	qb_major	quizbowl_author_answerline	medium	Charles Lamb	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2033	Maria Stuart	45	qb_major	quizbowl_author_answerline	low	Johann Christoph Friedrich von Schiller	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1550	Book of Proverbs	44	qb_major	quizbowl_author_answerline	low	Kings of Israel	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1905	Biographia Literaria	44	qb_major	quizbowl_author_answerline	medium	Samuel Taylor Coleridge	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2025	Every Man in His Humor	44	qb_major	quizbowl_author_answerline	medium	Ben Jonson	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2135	Saturnine Poems	44	qb_major	quizbowl_author_answerline	medium	Paul Verlaine	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2410	Eagle or Sun	44	qb_major	quizbowl_author_answerline	low	The Traps of Faith	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2486	Homage to Sextus Propertius	44	qb_major	quizbowl_author_answerline	low	Ezra Pound	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2522	Roman de Brut	44	qb_contextual	quizbowl_author_answerline	low	King Arthur	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1539	Maurice	43	qb_major	quizbowl_author_answerline	medium	Edward Morgan Forster	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1745	Top Girls	43	qb_major	quizbowl_author_answerline	medium	Cloud 9	high	quizbowl_author_answerline_creator; answerline_fragment_creator; creator_matches_public_title	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1977	Hospital Sketches	43	qb_major	quizbowl_author_answerline	low	Little Women	high	quizbowl_author_answerline_creator; low_confidence_creator; creator_matches_public_title	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1665	The Man Who Laughs	42	qb_major	quizbowl_author_answerline	medium	Victor Hugo	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1684	Two Years Before the Mast	42	qb_major	quizbowl_author_answerline	medium	Richard Henry _Dana_ Jr	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1695	London Fields	42	qb_major	quizbowl_author_answerline	medium	reverse chronology	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1704	Tiepolo's Hound	42	qb_major	quizbowl_author_answerline	medium	Derek Alton Walcott	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1843	The Day of Doom	42	qb_major	quizbowl_author_answerline	medium	Michael Wigglesworth	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2362	The Boys from Brazil	42	qb_major	quizbowl_author_answerline	medium	Ira Levin	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2429	Hymn to the Pillory	42	qb_major	quizbowl_author_answerline	low	Daniel Defoe(1660-1731)	high	quizbowl_author_answerline_creator; low_confidence_creator; answerline_fragment_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2530	West-Eastern Divan	42	qb_contextual	quizbowl_author_answerline	medium	Johann Wolfgang von Goethe	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2583	The Banana Trilogy	42	qb_contextual	quizbowl_author_answerline	medium	Pablo Neruda	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2608	Our America	42	qb_contextual	quizbowl_author_answerline	low	José Julián Martı́ Pérez	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1738	The Man Without Qualities	41	qb_major	quizbowl_author_answerline	low	Republic of Austria	high	quizbowl_author_answerline_creator; low_confidence_creator; organization_or_place_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1933	Orlando Innamorato	41	qb_major	quizbowl_author_answerline	low	Matteo Maria Boiardo	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2478	The Awful Rowing Toward God	41	qb_major	quizbowl_author_answerline	medium	Anne Sexton	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1332	Epithalamion	40	qb_major	quizbowl_author_answerline	medium	The Faerie Queene	high	quizbowl_author_answerline_creator; creator_matches_public_title	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1488	Lady Chatterly's Lover	40	qb_major	quizbowl_author_answerline	medium	David Herbert Lawrence	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1783	The Lost Steps	40	qb_major	quizbowl_author_answerline	medium	Alejo Carpentier	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1845	Philosopher or Dog	40	qb_major	quizbowl_author_answerline	medium	Joaquim Maria Machado de Assis	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1900	The Izu Dancer	40	qb_major	quizbowl_author_answerline	medium	Yasunari _ Kawabata	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1964	The Bride of Messina	40	qb_major	quizbowl_author_answerline	medium	The Piccolomini	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2506	The Life of Samuel Johnson	40	qb_major	quizbowl_author_answerline	medium	James Boswell	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2550	Greek New Comedy	40	qb_contextual	quizbowl_author_answerline	medium	Menander	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1364	The Wasteland	39	qb_major	quizbowl_author_answerline	medium	T. S. Eliot	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1497	The _Princess Casamassima	39	qb_major	quizbowl_author_answerline	low	Henry James	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1861	New Poems	39	qb_major	quizbowl_author_answerline	medium	Rainer Maria Rilke	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2492	Women of Trachis	39	qb_major	quizbowl_author_answerline	medium	Greek Tragedies	high	quizbowl_author_answerline_creator; country_or_language_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2574	Decalogue of the Artist	39	qb_contextual	quizbowl_author_answerline	low	Gabriela Mistral	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1928	The Bridge of Dreams	38	qb_major	quizbowl_author_answerline	low	Junichiro Tanizaki	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2536	Lift Every Voice and Sing	38	qb_contextual	quizbowl_author_answerline	low	James Weldon Johnson	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1699	Memento Mori	37	qb_major	quizbowl_author_answerline	medium	Muriel Spark	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1733	Mary Barton	37	qb_major	quizbowl_author_answerline	low	Elizabeth Gaskell	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2201	Back to Methuselah	37	qb_major	quizbowl_author_answerline	medium	George Bernard Shaw	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1965	Notebook of a Return to the Native Land	36	qb_major	quizbowl_author_answerline	medium	Aimé Césaire	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2547	Pictures from Brueghel	36	qb_contextual	quizbowl_author_answerline	low	William Carlos Williams	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2548	Ninety-Three	36	qb_contextual	quizbowl_author_answerline	low	Victor Hugo	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
